eventid,id,ccode,countryname,startdate,enddate,duration,stday,stmo,styr,eday,emo,eyr,etype,escalation,actor1,actor2,actor3,target1,target2,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,notes,female_event,lgbtq_issue,coder,acd_questionable,latitude,longitude,geo_comments,location_precision 
930039,39,93,Nicaragua,11-Nov-91,18-Nov-91,8,11,11,1991,18,11,1991,9,0,Recontras,,,Sandinistas,,0,0,-99,15,0,San Sebastian de Yali; La Trinidad; La Pavona,La Trinidad,2,5,5,13,,,Clash between Sandinistas and Recontras.,AP,,0,0,CL,0,12.96684,-86.234901,,
930039,39,93,Nicaragua,11-Nov-91,18-Nov-91,8,11,11,1991,18,11,1991,9,0,Recontras,,,Sandinistas,,0,0,-99,15,0,San Sebastian de Yali; La Trinidad; La Pavona,La Pavona,3,5,5,13,,,Clash between Sandinistas and Recontras.,AP,,0,0,CL,0,13.36347,-86.135933,,
930040,40,93,Nicaragua,18-Feb-92,18-Feb-92,1,18,2,1992,18,2,1992,4,0,Miskito indians,,,Sandinistas,,0,0,-99,3,2,Puerto Cabezas,Puerto Cabezas,1,3,3,5,,,Anti-Sandinista Miskitos take over public buildings.  The army is sent in to restore order.,AP,,0,0,CL,0,14.03333,-83.383331,,
930041,41,93,Nicaragua,24-Apr-92,28-Apr-92,5,24,4,1992,28,4,1992,8,0,Recontras,Sandinistas,,Government,,1,0,4,1,0,Esteli; Chinandega,Esteli,1,4,4,2,12,,Sandinistas and Recontras join forces and stage an uprising to demand land and money they were promised in the peace settlement.,AP,,0,0,CL,0,13.08333,-86.349998,,
930041,41,93,Nicaragua,24-Apr-92,28-Apr-92,5,24,4,1992,28,4,1992,8,0,Recontras,Sandinistas,,Government,,1,0,4,1,0,Esteli; Chinandega,Chinandega,2,4,4,2,12,,Sandinistas and Recontras join forces and stage an uprising to demand land and money they were promised in the peace settlement.,AP,,0,0,CL,0,12.88201,-87.142288,,
930043,43,93,Nicaragua,5-May-92,8-May-92,4,5,5,1992,8,5,1992,8,2,Recontras,Sandinistas,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,2,12,,"Sandinistas and Recontras join forces to block highways, seize customs posts, and raid public buildings to demand land, jobs, and money.",AP,,0,0,CL,0,13,-85,,
930044,44,93,Nicaragua,20-Jul-92,22-Jul-92,3,20,7,1992,22,7,1992,2,0,University students,,,Government,,1,0,4,0,0,Managua,Managua,1,1,1,7,2,,Thousands of students take to the streets demanding increased government financing for their studies.,AP,Dates are estimated.,0,0,CL,0,12.13639,-86.251389,,
930045,45,93,Nicaragua,20-Jul-92,22-Jul-92,3,20,7,1992,22,7,1992,6,4,Transport workers,,,Government,,1,0,-99,0,1,Managua,Managua,1,1,1,2,,,Transport workers strike and clash with police.,AP,Dates are estimated.,0,0,CL,0,12.13639,-86.251389,,
930046,46,93,Nicaragua,22-Jul-92,22-Jul-92,1,22,7,1992,22,7,1992,8,0,Sandinistas,,,Government,,1,0,2,0,0,Managua,Managua,1,1,1,12,,,60 Sandinista veterans battle police in front of the presidential palace.  They demand the government give them farms.,AP,,0,0,CL,0,12.13639,-86.251389,,
930047,47,93,Nicaragua,15-Oct-92,15-Oct-92,1,15,10,1992,15,10,1992,9,0,Leftist Punitive Forces,,,Statue of a Spanish conqueror,,0,0,-99,0,0,Granada,Granada,1,2,2,13,,,A terrorist group blows up a bust of Spanish conqueror Francisco Hernandez de Cordoba.,AP,Date is estimated.,0,0,CL,0,11.93333,-85.949997,,
930048,48,93,Nicaragua,2-Dec-92,2-Dec-92,1,2,12,1992,2,12,1992,2,0,Protesters,,,Government,,1,0,-99,0,1,Nationwide,Nationwide,1,7,8,2,,,"Protests occur in different parts of the country against the privatization of state-owned industries, unemployment, and frozen salaries.",AP,,0,0,CL,0,13,-85,,
930049,49,93,Nicaragua,2-Dec-92,2-Dec-92,1,2,12,1992,2,12,1992,9,0,Leftist Punitive Forces,,,Nicaraguan business federation,Spanish investigators,0,0,-99,0,0,Managua,Managua,1,1,1,2,8,,A terrorist group bombs the offices of a business federation during the funeral of a businessman who was murdered.  The group demands that Spanish investigators of the crime leave the country.,AP,,0,0,CL,0,12.13639,-86.251389,,
930050,50,93,Nicaragua,1-Jan-93,18-May-93,138,1,1,1993,18,5,1993,9,0,Recontras,,,Ex-Sandinistas,Bandits,0,0,-99,162,0,Northern Nicaragua,Northern Nicaragua,1,6,6,13,,,"Northern Nicaragua is the scene of spiraling violence and anarchy, claiming 162 lives since December.",AP,"Details are few, and few specific incidents are reported.  Deaths include 14 soldiers, six police officers, 80 outlaws and 62 civilians.  Dates are estimated.  End date assigned to the president's declaration of emergency.",0,0,CL,0,13.839446,-83.932083,location approximate,no
930051,51,93,Nicaragua,28-Feb-93,28-Feb-93,1,28,2,1993,28,2,1993,8,0,Recontras,,,Police station,,1,0,-99,3,0,Mulukuku,Mulukuku,1,3,3,12,,,Recontras attack a police station to demand land.,Both,Date is estimated.,0,0,CL,0,13.16805,-84.963547,,
930052,52,93,Nicaragua,21-Jul-93,23-Jul-93,3,21,7,1993,23,7,1993,8,0,Recontras,Ex-Sandinistas,,Police,Military,1,0,2,50,0,Esteli,Esteli,1,2,2,12,,,"150 to 200 Recontras and former Sandinistas take over Esteli over demands for land, prompting several days of war with military forces.",Both,,0,0,CL,0,13.08333,-86.349998,,
930053,53,93,Nicaragua,28-Jul-93,28-Jul-93,1,28,7,1993,28,7,1993,2,0,Angry citizens,,,President Violeta Chamorro,,1,0,-99,0,0,Esteli,Esteli,1,2,2,9,,,"The president visits the scene of the battle in Esteli, and is greeted by angry protests.",AP,,0,0,CL,0,13.08333,-86.349998,,
930054,54,93,Nicaragua,19-Aug-93,27-Aug-93,9,19,8,1993,27,8,1993,8,0,North Front 3-80,,,Sandinista legislators,Soldiers,1,0,3,0,0,El Zungado,El Zungado,1,-99,-99,10,,,"Some 400 former Contras seize 41 pro-Sandinista legislators and soldiers, demanding that two Sandinista government officials resign.",Both,Part of twin hostage crises that trigger a massive political crisis in Nicaragua.,0,0,CL,0,12.95,-85.050003,location approximate,no
930055,55,93,Nicaragua,20-Aug-93,27-Aug-93,8,20,8,1993,27,8,1993,8,0,Sandinistas,,,Vice president Virgilio Godoy,UNO legislators,1,0,2,0,0,Managua,Managua,1,1,1,10,,,Sandinistas seize the vice president and 30 other legislators in reprisal for the Contra abduction of Sandinista legislators.,Both,Part of twin hostage crises that trigger a massive political crisis in Nicaragua.,0,0,CL,0,12.13639,-86.251389,,
930056,56,93,Nicaragua,21-Aug-93,21-Aug-93,1,21,8,1993,21,8,1993,8,0,North Front 3-80,,,Army soldiers,,1,0,-99,4,0,Jinotega province,Jinotega province,1,6,6,13,,,Recontras ambush soldiers.,AFP,,0,0,CL,0,14.05078,-85.106438,,
930057,57,93,Nicaragua,11-Sep-93,12-Sep-93,2,11,9,1993,12,9,1993,8,0,Gunmen,,,Agricultural officials,,1,0,-99,0,0,Rio Blanco,Rio Blanco,1,3,3,14,,,Gunmen abduct four officials in charge of coordinating farm programs for the European Community in northern Nicaragua.,AP,,0,0,CL,0,12.93167,-85.223083,,
930058,58,93,Nicaragua,20-Sep-93,22-Sep-93,3,20,9,1993,22,9,1993,6,4,Transport workers,,,Government,,1,0,-99,2,2,Nationwide,Nationwide,1,7,8,2,,,Transport workers strike and clash with police over the high price of fuel and vehicle taxes.,Both,,0,0,CL,0,13,-85,,
930059,59,93,Nicaragua,10-Oct-93,15-Oct-93,6,10,10,1993,15,10,1993,6,0,National Transport Committee,,,Government,,1,0,-99,0,0,Managua,Managua,1,1,1,2,,,Transport workers strike over the rescinding of a fuel subsidy.,AFP,Dates are estimated.,0,0,CL,0,12.13639,-86.251389,,
930060,60,93,Nicaragua,11-Oct-93,12-Oct-93,2,11,10,1993,12,10,1993,8,0,North Front 3-80,,,Army forces,,1,0,-99,2,0,San Jose de Murra region,San Jose de Murra region,1,6,6,13,,,Recontras battle government forces.,AFP,,0,0,CL,0,12.61479,-85.214012,,
930061,61,93,Nicaragua,7-Nov-93,7-Nov-93,1,7,11,1993,7,11,1993,9,0,Recontras,,,Civilians,,0,0,-99,4,0,La Union,La Union,1,3,3,1,,,"Recontras attack a voter registration center, killing 4 and taking 5 hostages.",AP,,0,0,CL,0,13.5292,-84.901367,,
930062,62,93,Nicaragua,31-Jan-94,1-Feb-94,2,31,1,1994,1,2,1994,8,0,North Front 3-80,,,Army forces,,1,0,-99,16,0,Northern Nicaragua,Northern Nicaragua,1,6,6,13,,,Recontras battle army forces in eight separate clashes.,AFP,End date is estimated.,0,0,CL,0,13.839446,-83.932083,location approximate,no
930063,63,93,Nicaragua,11-Feb-94,11-Feb-94,1,11,2,1994,11,2,1994,8,0,Recontras,,,Police,,1,0,-99,1,0,La Reforma,La Reforma,1,6,6,13,,,Recontras attack a police post.,AFP,,0,0,CL,0,13.58741,-86.07399,,
930064,64,93,Nicaragua,11-Nov-94,11-Nov-94,1,11,11,1994,11,11,1994,9,0,Rebels,,,Miskito settlement,,0,0,-99,4,0,San Andres de Bocay,San Andres de Bocay,1,3,3,5,,,The army repulses a rebel attack on a Miskito village.,AFP,,0,0,CL,0,12.05681,-85.124802,,
930065,65,93,Nicaragua,10-Feb-94,10-Feb-94,1,10,2,1994,10,2,1994,9,0,Rebels,,,Aid workers,,0,0,-99,0,0,Ayal,Ayal,1,3,3,14,,,An American and a Briton are kidnapped by Recontras.,AP,,0,0,CL,0,13.783,-85.400002,"Could not find ""Ayal"" Nicaragua. The coordinates are for Ayapal, Nicaragua which is the likely spelling.",No
930066,66,93,Nicaragua,17-Apr-95,17-Apr-95,1,17,4,1995,17,4,1995,9,0,Criminal gangs,,,Civilians,,0,0,-99,4,0,Camoapa,Camoapa,1,3,3,14,,,Unidentified criminals gangs attack a bus.,AFP,,0,0,CL,0,12.38333,-85.51667,,
930067,67,93,Nicaragua,21-Apr-95,21-Apr-95,1,21,4,1995,21,4,1995,8,0,Unknown bombers,,,National police headquarters,,1,0,-99,0,0,Managua,Managua,1,3,1,14,,,Unknown bombers explode a bomb at the national police headquarters.,AFP,,0,0,CL,0,12.13639,-86.251389,,
930068,68,93,Nicaragua,19-Sep-95,19-Sep-95,1,19,9,1995,19,9,1995,9,0,Sandinistas,,,Catholic church,,0,0,-99,0,0,Leon,Leon,1,2,2,6,,,A bomb is exploded at a Catholic church.  Sandinistas are blamed.,AP,This is the 15th attack on a Catholic church since April.,0,0,CL,0,12.5092,-86.66111,,
930069,69,93,Nicaragua,24-Nov-95,24-Nov-95,1,24,11,1995,24,11,1995,2,0,Students,,,Parliament,,1,0,4,0,0,Managua,Managua,1,1,1,7,,,Students protest a proposed budget cut at the university.,AFP,,0,0,CL,0,12.13639,-86.251389,,
930070,70,93,Nicaragua,6-Dec-95,13-Dec-95,8,6,12,1995,13,12,1995,2,4,Students,Professors,,Government,,1,0,4,2,2,Managua,Managua,1,1,1,7,,,Students and professors protest budget cuts.  They stage hunger strikes; protests escalate to riots and a professor is killed by police.,AP,,0,0,CL,0,12.13639,-86.251389,,
930071,71,93,Nicaragua,2-Jan-96,2-Jan-96,1,2,1,1996,2,1,1996,9,0,Sandinistas,,,Catholic church,,0,0,-99,0,0,Leon,Leon,1,2,2,6,,,Sandinistas bomb a Catholic church.,AFP,This is the 17th such attack in the last year.,0,0,CL,0,12.5092,-86.66111,,
930072,72,93,Nicaragua,25-Jan-96,25-Jan-96,1,25,1,1996,25,1,1996,9,0,Unknown attackers,,,presidential candidate Arnoldo Aleman,,0,0,-99,0,0,Northern Nicaragua,Northern Nicaragua,1,6,6,14,,,The conservative presidential candidate's caravan is attacked.,AP,,0,0,CL,0,13.839446,-83.932083,location approximate,no
930073,73,93,Nicaragua,31-Jan-96,1-Feb-96,2,31,1,1996,1,2,1996,2,0,Armed students,,,Foreign ministry,,0,0,3,0,1,Managua,Managua,1,1,1,6,8,,Armed students take over the foreign ministry and hold the Peruvian and Pakistani ambassadors hostage in protest of a forthcoming visit by the Pope.,Both,,0,0,CL,0,12.13639,-86.251389,,
930074,74,93,Nicaragua,31-Jan-96,31-Jan-96,1,31,1,1996,31,1,1996,2,0,Protesters,,,Unknown,,0,0,-99,0,1,Managua,Managua,1,1,1,14,,,Protesters clash with police.,AP,,0,0,CL,0,12.13639,-86.251389,,
930075,75,93,Nicaragua,6-Jan-96,6-Jan-96,1,6,1,1996,6,1,1996,9,0,Unknown bombers,,,Catholic church,,0,0,-99,0,0,Masaya,Masaya,1,2,2,6,,,A church is bombed on the eve of the Pope's visit.,Both,,0,0,CL,0,11.96667,-86.099998,,
930076,76,93,Nicaragua,12-Mar-96,12-Mar-96,1,12,3,1996,12,3,1996,9,0,Armed robbers,,,Civilians,,0,0,-99,3,0,Bul-Bul,Bul-Bul,1,3,3,13,,,"Armed robbers attack a bus.  The robbery goes bad, and three people are killed.",AP,,0,0,CL,0,12.84145,-85.426582,,
930077,77,93,Nicaragua,6-Apr-96,6-Apr-96,1,6,4,1996,6,4,1996,9,0,Unknown bombers,,,Catholic church,,0,0,-99,0,0,Zambrano; Managua,Zambrano,1,7,7,6,,,Catholic church buildings are dynamited.,AP,The 21st recorded attack on a Catholic church.,0,0,CL,0,12.10899,-86.059967,,
930077,77,93,Nicaragua,6-Apr-96,6-Apr-96,1,6,4,1996,6,4,1996,9,0,Unknown bombers,,,Catholic church,,0,0,-99,0,0,Zambrano; Managua,Managua,2,7,1,6,,,Catholic church buildings are dynamited.,AP,The 21st recorded attack on a Catholic church.,0,0,CL,0,12.13639,-86.251389,,
930078,78,93,Nicaragua,19-Apr-96,19-Apr-96,1,19,4,1996,19,4,1996,2,0,Students,Protesters,,Government,,1,0,3,0,0,Managua,Managua,1,1,1,7,,,Students and professors protest budget cuts.,AP,,0,0,CL,0,12.13639,-86.251389,,
930079,79,93,Nicaragua,11-May-96,11-May-96,1,11,5,1996,11,5,1996,9,0,Unknown bombers,,,Catholic church,,0,0,-99,0,0,Managua,Managua,1,1,1,6,,,A church is bombed.,AP,The 22nd recorded attack on a Catholic church.,0,0,CL,0,12.13639,-86.251389,,
930080,80,93,Nicaragua,1-Jun-96,1-Jun-96,1,1,6,1996,1,6,1996,9,0,Armed rebels,,,Election monitor,,0,0,-99,0,0,Campo Largo,Campo Largo,1,3,3,1,,,An American election monitor is kidnapped by a group demanding that voting centers be set up in remote parts of the north.,AP,,0,0,CL,0,13.09312,-86.161613,,
930081,81,93,Nicaragua,3-Jun-96,3-Jun-96,1,3,6,1996,3,6,1996,8,0,Recontras,,,Army forces,,1,0,-99,1,0,Zapote Dudu,Zapote Dudu,1,3,3,13,,,Army forces battle Contra rebels.,AP,,0,0,CL,0,13.33115,-85.373039,"Location is estimated on the nearby village of Waslala, Nicaragua",No
930082,82,93,Nicaragua,10-Jan-97,10-Jan-97,1,10,1,1997,10,1,1997,8,0,Former rebels,,,Army forces,,1,0,-99,6,0,La Paila,La Paila,1,3,3,14,,,Former rebels attack an army post.,AP,,0,0,CL,0,12.45982,-84.377434,Cano La Paila coordinates used.,No
930083,83,93,Nicaragua,15-Apr-97,19-Apr-97,5,15,4,1997,19,4,1997,6,2,Sandinista National Liberation Front,National Farmers' and Cattlemen's Union,,Government,,1,0,4,0,0,Nationwide,Nationwide,1,7,8,12,,,A nationwide strike occurs; strikers press for land reform.,Both,,0,0,CL,0,13,-85,,
930084,84,93,Nicaragua,19-Jun-97,19-Jun-97,1,19,6,1997,19,6,1997,8,0,Rearmed guerrillas,,,Army forces,,1,0,2,5,0,Kuskawas,Kuskawas,1,3,3,13,,,Army forces skirmish with rearmed guerrillas.,AP,,0,0,CL,0,13.15825,-85.441429,,
930085,85,93,Nicaragua,27-Jun-97,27-Jun-97,1,27,6,1997,27,6,1997,4,0,Students,Teachers,,Government,,1,0,-99,0,1,Managua,Managua,1,1,1,7,,,Students and teachers riot over government plans to change the way education is subsidized.,Both,,0,0,CL,0,12.13639,-86.251389,,
930086,86,93,Nicaragua,22-Jun-97,30-Jun-97,9,22,6,1997,30,6,1997,6,0,Transport workers,,,Government,,1,0,-99,0,0,Nationwide,Nationwide,1,7,8,2,,,Public transport workers strike over wages.,AFP,End date is estimated.,0,0,CL,0,13,-85,,
930087,87,93,Nicaragua,27-Feb-98,31-May-98,94,27,2,1998,31,5,1998,6,4,Public sector doctors,,,National Health System,,1,0,4,0,1,Nationwide,Nationwide,1,7,8,2,,,Public sector doctors strike against the national health system to demand higher wages.  The doctors later clash with police.,Both,End date is estimated.,0,0,CL,0,13,-85,,
930088,88,93,Nicaragua,30-Jun-98,30-Jun-98,1,30,6,1998,30,6,1998,9,0,Armed men,,,Civilians,,0,0,-99,5,0,El Tabacal,El Tabacal,1,3,3,12,,,Armed men rob a bus.,AP,,0,0,CL,0,12.66667,-85.48333,,
930089,89,93,Nicaragua,7-Aug-98,7-Aug-98,1,7,8,1998,7,8,1998,8,0,Revolutionary Armed Forces,,,Army forces,Police,1,0,-99,4,0,Northern Nicaragua,Northern Nicaragua,1,6,6,13,,,Government forces clash with leftist rebels.,AP,,0,0,CL,0,13.839446,-83.932083,location approximate,no
930090,90,93,Nicaragua,21-Aug-98,13-Sep-98,24,21,8,1998,13,9,1998,2,0,Eden Pastora,,,Government,,1,0,1,0,0,Managua,Managua,1,1,1,10,,,A former rebel leader stages a hunger strike because he has been banned from participating in presidential elections.,AFP,End date is estimated.,0,0,CL,0,12.13639,-86.251389,,
930091,91,93,Nicaragua,9-Apr-99,9-Apr-99,1,9,4,1999,9,4,1999,4,0,Students,,,Government,,1,0,-99,0,1,Managua,Managua,1,1,1,7,,,Students demand increases in government subsidies for education.  They clash with police.,AP,,0,0,CL,0,12.13639,-86.251389,,
930092,92,93,Nicaragua,19-Apr-99,20-Apr-99,2,19,4,1999,20,4,1999,2,4,Pro-Sandinista students,,,Government,,1,0,3,1,2,Managua,Managua,1,1,1,7,,,Students storms the central bank to demand increased university budgets.  One is killed by police during the riot.,Both,,0,0,CL,0,12.13639,-86.251389,,
930093,93,93,Nicaragua,29-Apr-99,5-May-99,7,29,4,1999,5,5,1999,6,4,National Coordinator of Transport,,,Government,,1,0,-99,0,1,Nationwide,Nationwide,1,7,8,2,,,"Public transport workers strike over wages.  Union members stop private buses and taxis that continue to operate, and then force passengers off and break windshields.  Strikers set up roadblocks and clash with police.",Both,,0,0,CL,0,13,-85,,
930094,94,93,Nicaragua,18-Aug-99,18-Aug-99,1,18,8,1999,18,8,1999,9,0,Unknown assassins,,,Opposition legislator,,0,0,-99,1,0,Managua,Managua,1,1,1,14,,,Unknown gunmen assassinate a legislator of the Conservative Party.,AP,,0,0,CL,0,12.13639,-86.251389,,
930095,95,93,Nicaragua,16-Mar-00,16-Mar-00,1,16,3,2000,16,3,2000,9,0,Unknown gunmen,,,Former Sandinista leader,,0,0,-99,1,0,Boaco,Boaco,1,3,3,14,,,A former Sandinista guerrilla leader is assassinated.,AP,,0,0,CL,0,12.49272,-85.520027,,
930096,96,93,Nicaragua,6-Apr-00,6-Apr-00,1,6,4,2000,6,4,2000,2,4,Ex-contras,,,Government,,1,0,-99,1,2,Prisilla; Sebaco,Prisilla,1,5,5,12,,,"In a protest over land disputes in Prisilla, an ex-Contra takes a gun from a policeman and fires on the other officers.  Return fire kills the Contra.  Similar protests occur in Sebaco.",AP,,0,0,CL,0,13,-85,No location could be found for this point. Country centroid used here,
930096,96,93,Nicaragua,6-Apr-00,6-Apr-00,1,6,4,2000,6,4,2000,2,4,Ex-contras,,,Government,,1,0,-99,1,2,Prisilla; Sebaco,Sebaco,2,5,5,12,,,"In a protest over land disputes in Prisilla, an ex-Contra takes a gun from a policeman and fires on the other officers.  Return fire kills the Contra.  Similar protests occur in Sebaco.",AP,,0,0,CL,0,12.85,-86.099998,,
930097,97,93,Nicaragua,10-Apr-00,10-Apr-00,1,10,4,2000,10,4,2000,2,0,Ex-contras,,,Government,,1,0,3,0,1,Boaco,Boaco,1,3,3,12,,,Ex-contras clash with police over land on the Pan-American Highway.,AP,,0,0,CL,0,12.49272,-85.520027,,
930098,98,93,Nicaragua,16-Apr-00,16-Apr-00,1,16,4,2000,16,4,2000,2,0,Unknown,,,Government spokesman,,1,0,-99,0,0,Unknown,Unknown,1,-99,-99,14,,,Gunmen try to kill a government spokesman.,AP,,0,0,CL,0,12.95,-85.050003,,
930099,99,93,Nicaragua,19-Apr-00,19-Apr-00,1,19,4,2000,19,4,2000,8,0,Andres Castro United Forces,,,Police,,1,0,-99,5,0,Truslaya,Truslaya,1,3,3,13,,,Ex-Sandinistas organized into a new rebel group ambush a police vehicle.,AP,,0,0,CL,0,14.1414,-83.736656,,
930100,100,93,Nicaragua,18-May-00,18-May-00,1,18,5,2000,18,5,2000,8,0,Andres Castro United Forces,,,Army forces,,1,0,-99,3,0,Puerto Cabezas-Sasha highway,Puerto Cabezas-Sasha highway,1,6,6,13,,,Ex-Sandinistas attack an army truck.,AP,550 km northeast of Managua.,0,0,CL,0,12.95,-85.050003,location approximate,no
930101,101,93,Nicaragua,19-May-00,19-May-00,1,19,5,2000,19,5,2000,9,0,Unknown gunmen,,,Sandinista civilians,,0,0,2,11,0,Siuna,Siuna,1,3,3,14,,,"Gunmen attack a home, killing a family of 11 Sandinistas.",AP,,0,0,CL,0,13.74053,-84.781158,,
930102,102,93,Nicaragua,1-Nov-00,1-Nov-00,1,1,11,2000,1,11,2000,4,0,Yatama Indians,,,Municipal government,,0,1,-99,1,2,Puerto Cabezas,Puerto Cabezas,1,3,3,1,5,,Indians riot over their exclusion from municipal elections.,AP,,0,0,CL,0,14.03333,-83.383331,,
930103,103,93,Nicaragua,10-Nov-00,10-Nov-00,1,10,11,2000,10,11,2000,4,0,Yatama Indians,,,Municipal government,,0,1,-99,1,2,El Ayote,El Ayote,1,3,3,1,5,,Yatama Indians riot over their exclusion from local elections.,AP,,0,0,CL,0,12.49594,-84.818993,,
930104,104,93,Nicaragua,25-Nov-00,25-Nov-00,1,25,11,2000,25,11,2000,4,0,Sandinistas,,,Municipal government,,0,1,-99,0,1,Dirianba,Dirianba,1,3,3,1,,,"Sandinistas riot, claiming that recent municipal elections were fraudulent.",AP,,0,0,CL,0,11.85,-86.23333,,
930105,105,93,Nicaragua,27-Feb-01,28-Feb-01,2,27,2,2001,28,2,2001,6,0,Public transport workers,,,Government,International Monetary Fund,1,0,-99,0,0,Managua,Managua,1,1,1,2,8,,Thousands of public transport workers strike over a subsidy cut recommended by the IMF.,AP,End date is estimated.,0,0,CL,0,12.13639,-86.251389,,
930106,106,93,Nicaragua,19-Apr-01,19-Apr-01,1,19,4,2001,19,4,2001,9,0,Unknown gunmen,,,Liberal Constitutionalist Party,,0,0,-99,4,0,Sante Fe,Sante Fe,1,3,3,14,,,"Unknown gunmen kill a family of four, including the local director of a political party.",AP,"Some claim the gunmen were Sandinistas, but there is no confirmation of that.",0,0,CL,0,11.13005,-84.6623,,
930107,107,93,Nicaragua,30-Aug-01,30-Aug-01,1,30,8,2001,30,8,2001,2,0,Coffee growers,,,President,National Legislature,1,0,4,0,0,Managua,Managua,1,1,1,2,,,1000 coffee workers driven from their farms and jobs by falling prices set up protest camps outside the president's residence and the national legislature.,AP,,0,0,CL,0,12.13639,-86.251389,,
930108,108,93,Nicaragua,17-Mar-02,17-Mar-02,1,17,3,2002,17,3,2002,2,0,Former guerrillas,Retired generals,,Former president Arnoldo Aleman,,0,0,4,0,0,Managua,Managua,1,1,1,13,,,More than 2000 people march to call for the arrest of a former president for his role in a corruption scandal.,AP,,0,0,CL,0,12.13639,-86.251389,,
930109,109,93,Nicaragua,19-Feb-02,19-Feb-02,1,19,2,2002,19,2,2002,2,0,Pro-Sandinista demonstrators,,,Former president Arnoldo Aleman,,0,0,4,0,0,Managua,Managua,1,1,1,13,,,Thousands demonstrate to celebrate the removal of national assembly leaders that blocked corruption charges against assembly speaker and ex-president Arnoldo Aleman.,AP,,0,0,CL,0,12.13639,-86.251389,,
930110,110,93,Nicaragua,22-Oct-02,22-Oct-02,1,22,10,2002,22,10,2002,9,0,Ex-contra,,,La Prensa,,0,0,1,0,0,Managua,Managua,1,1,1,13,,,An ex-Contra leader fires shots and takes hostages at the offices of a newspaper over claims that the son of ex-president Arnoldo Aleman had been assassinated.,AP,,0,0,CL,0,12.13639,-86.251389,,
930111,111,93,Nicaragua,24-Oct-02,24-Nov-02,32,24,10,2002,24,11,2002,6,4,Miners,,,Triton Minera,,0,0,3,0,1,Maipaisillo,Maipaisillo,1,3,3,2,,,Miners strike and riot against Triton Minera to demand better pay and health care.,AP,Start date is estimated.,0,0,CL,0,12.5925,-86.678726,,
930112,112,93,Nicaragua,8-Feb-03,8-Feb-03,1,8,2,2003,8,2,2003,8,0,Former Contra rebels,,,Police,,1,0,-99,1,0,San Benito,San Benito,1,3,3,13,,,Former Contras attack police during a traffic stop.,AP,,0,0,CL,0,12.30802,-86.054237,,
930113,113,93,Nicaragua,4-Oct-03,4-Oct-03,1,4,10,2003,4,10,2003,9,0,Students,,,University president,,0,0,-99,0,0,Esteli,Esteli,1,2,2,7,,,"Disgruntled students fire mortar shells at the home of the university president, in protest over budget cuts.",AP,,0,0,CL,0,13.08333,-86.349998,,
930114,114,93,Nicaragua,29-Oct-03,29-Oct-03,1,29,10,2003,29,10,2003,4,0,Students,,,Government,,1,0,-99,0,1,Managua,Managua,1,1,1,7,,,Students clash with police in riots over university budget cuts.,AP,,0,0,CL,0,12.13639,-86.251389,,
930115,115,93,Nicaragua,8-Jul-04,8-Jul-04,1,8,7,2004,8,7,2004,2,0,Protesters,,,Government,,1,0,-99,0,0,Managua,Managua,1,1,1,13,,,"The wife of jailed former President Arnoldo Aleman led a small march through the streets of Nicaragua's capital, accusing her husband's successor of corruption.",AP,,0,0,CL,0,12.13639,-86.251389,,
930116,116,93,Nicaragua,10-Nov-04,10-Nov-04,1,10,11,2004,10,11,2004,9,0,"Eugenio Hernandez, former mayor of El Ayote",,,La Prensa reporter,,0,0,1,1,0,Juigalpa,Juigalpa,1,3,3,1,,,The former mayor of El Ayote shoots reporter Maria Jose Bravo in a row over local election results outside a vote-counting center.,AP,,0,0,CL,0,12.1,-85.366669,,
930117,117,93,Nicaragua,23-Dec-04,23-Dec-04,1,23,12,2004,23,12,2004,9,0,Armed men,,,Civilians,,0,0,1,6,0,Wiwili,Wiwili,1,3,3,12,,,Armed men open ambush a truck loaded with paving stone and then rob it; they succeed only stealing $4.90.,AP,,0,0,CL,0,13.60855,-85.819183,,
930118,118,93,Nicaragua,30-Dec-04,30-Dec-04,1,30,12,2004,30,12,2004,8,0,Armed men,,,Judge,,1,0,1,1,0,Puerto Cabezas,Puerto Cabezas,1,3,3,14,,,A group of armed men kill a judge.,AP,,0,0,CL,0,14.03333,-83.383331,,
930119,119,93,Nicaragua,1-Nov-05,5-May-06,186,1,11,2005,5,5,2006,6,4,Public sector doctors,,,Government,,1,0,4,0,1,Nationwide,Nationwide,1,7,8,2,,,"2000 public sector doctors strike to get wage negotiations restarted.  In May, they invade a government building, but riot police evict them.",AP,Start date is estimated.,0,0,CL,0,13,-85,,
930120,120,93,Nicaragua,16-Apr-05,29-Apr-05,14,16,4,2005,29,4,2005,4,6,Students,Transport workers,,Government,,1,0,-99,0,1,Managua,Managua,1,1,1,2,3,,"Students clash with police in riots over the rising price of bus fares, fuel, and food.  The president attempts to address the students, but is met with thrown stones that injure his son.  Transport workers stage a two week strike.",AP,Start date is estimated.,0,0,CL,0,12.13639,-86.251389,,
